Metin,Durum,temiz_yorum,tahmin,dogru_mu
"Daha 1-2 saattir kullanıyorum. Bu fiyata gayet kaliteli, eğlenceli bir konsol. Çocukluğuma döndüm resmen. Teşekkürler",1,12 saattir kullanıyorum fiyata gayet kaliteli eğlenceli bir konsol çocukluğuma döndüm resmen teşekkürler,1,True
Nostaljinin dibi yakın arkadaşıma da sarısını aldım 3 arkadaş eski günlerde ki gibi mario oynayıp prenses kurtarmaya calısıyoruz. :) al al al,1,nostaljinin dibi yakın arkadaşıma sarısını aldım 3 arkadaş eski günlerde mario oynayıp prenses kurtarmaya calısıyoruz al al al,1,True
Atari oldukca eglenceli özellikle televizyona bagladigimizda daha cok severek oynuyor cocuklarim almanizi tavsiye ederim??,1,atari oldukca eglenceli özellikle televizyona bagladigimizda cok severek oynuyor cocuklarim almanizi tavsiye ederim,1,True
"Çok güzel ürün, kollu olanı sonradan gördüm bilseydim öyle tercih ederdim. İki cihazınız da olsa 2 kişilik oyunları oynayamıyorsunuz. İlla tek cihaza bir kol bağlanacak. Ama tek kişi oynamak için mükemmel.",1,güzel ürün kollu olanı sonradan gördüm bilseydim öyle tercih ederdim iki cihazınız olsa 2 kişilik oyunları oynayamıyorsunuz illa tek cihaza bir kol bağlanacak tek kişi oynamak mükemmel,1,True
Çocukluğum geldi aklıma kızıma aldım ama bende çok severek oynuyorum ???? tv ye bağlanması da çok iyi ????,1,çocukluğum geldi aklıma kızıma aldım bende severek oynuyorum tv ye bağlanması iyi,1,True
Eşim elinden bırakmıyor????çok sevdi. Ve iyi indirim gördü biz 100ün üzerindeyken almıştık. almak isteyenlere tavsiye ederiz,1,eşim elinden bırakmıyorçok sevdi iyi indirim gördü 100ün üzerindeyken almıştık almak isteyenlere tavsiye ederiz,1,True
Tebrik ediorum ürünüm hemen elime ulaştı oğlum çok sevdi telefon ekranlarından sonra ilk önce ekran biraz tuhaf gelio ama sonra oynadıkça eskiye dönüorsn kendime mi oğluma mı aldm emin deilm kesinlikle deneyin pişman olmazsnz,1,tebrik ediorum ürünüm hemen elime ulaştı oğlum sevdi telefon ekranlarından sonra ilk önce ekran biraz tuhaf gelio sonra oynadıkça eskiye dönüorsn kendime mi oğluma aldm emin deilm kesinlikle deneyin pişman olmazsnz,1,True
Erkek arkadaşıma hediye olarak aldım elinden bırakmıyor bayıldı. Fiyatına göre kalitesi oldukça iyi. Eğlenceli zaman geçirmek için kullanılabilir.,1,erkek arkadaşıma hediye olarak aldım elinden bırakmıyor bayıldı fiyatına göre kalitesi oldukça iyi eğlenceli zaman geçirmek kullanılabilir,1,True
"Gelir gelmez kutusundan açıp hemen oynamaya başladım, hiçbir sıkıntısı yok aksine mükemmel. Beğenmeyen arkadaşlar ne bekliyorlarmış onu düşünüyorum hatta. Eski zamanlara ışınlanmak isterseniz %100 tavsiye. Satıcıya teşekkür ederim :)",1,gelir gelmez kutusundan açıp hemen oynamaya başladım hiçbir sıkıntısı yok aksine mükemmel beğenmeyen arkadaşlar bekliyorlarmış onu düşünüyorum hatta eski zamanlara ışınlanmak isterseniz 100 tavsiye satıcıya teşekkür ederim,1,True
Çok keyifli bir oyun ürünü. Küçüklüğümüzde başından kalkmayıp azar işittiğimiz bütün oyunlar içinde mevcut :)) insan duygulanıyor,1,keyifli bir oyun ürünü küçüklüğümüzde başından kalkmayıp azar işittiğimiz bütün oyunlar içinde mevcut insan duygulanıyor,1,True
"urun cok guzel, satici cok ozenli gayet hizli geldi. kolsuz olarak satin almama ragmen hediye olarak kollu versiyonunu gondermisler cok tesekkur ediyoruz almayi dusunenler hemen alabilir. ayrica paketlemede calisan celil beye de gostersigi özenden dolayi tesekkur ediyoruz. urun paketlemesi gayet guzel ve saglamdi hic hasar almadan elimize ulasti",1,urun cok guzel satici cok ozenli gayet hizli geldi kolsuz olarak satin almama ragmen hediye olarak kollu versiyonunu gondermisler cok tesekkur ediyoruz almayi dusunenler hemen alabilir ayrica paketlemede calisan celil beye gostersigi özenden dolayi tesekkur ediyoruz urun paketlemesi gayet guzel saglamdi hic hasar almadan elimize ulasti,1,True
Bayıldımm. Konsol olanı hediye olarak gönderdiler. Paketleme de gayet başarılı. Güvenle alabilirsiniz.,1,bayıldımm konsol olanı hediye olarak gönderdiler paketleme gayet başarılı güvenle alabilirsiniz,1,True
Oglum icin almistim ama biz anne baba olarak daha cok oynuyoruz maziye gosturdugu kesin o yuzden bir tane daha siparis edecegim..,1,oglum icin almistim anne baba olarak cok oynuyoruz maziye gosturdugu kesin yuzden bir tane siparis edecegim,1,True
Ürün güzel ve kullanışlı ama galiba bana gelen üründe sorun vardı o yüzden iade etmek zorunda kaldım. İade de hiç bir sıkıntı yaşamadım...,1,ürün güzel kullanışlı galiba bana gelen üründe sorun vardı yüzden iade etmek zorunda kaldım iade bir sıkıntı yaşamadım,0,False
Ürün 2 gün içerisinde elimde oldu çok hızlı ulaştı :) kırmızı renk istemiştim kırmızı renk geldi siyah gelir diye korkmuştum bazı yorumlardan dolayı.. Ürün çok hafif çok tatlı bir ürün henüz tv bağlayıp oynamadım ama içinde bir sürü oyun var beğendim verdiğimiz paraya değer bir ürün..resmen çocukluk yıllarıma döndüm 23 yaşımda tavsiye ediyorum kesinlikleee :),1,ürün 2 gün içerisinde elimde oldu hızlı ulaştı kırmızı renk istemiştim kırmızı renk geldi siyah gelir korkmuştum yorumlardan dolayı ürün hafif tatlı bir ürün henüz tv bağlayıp oynamadım içinde bir sürü oyun var beğendim verdiğimiz paraya değer bir ürünresmen çocukluk yıllarıma döndüm 23 yaşımda tavsiye ediyorum kesinlikleee,1,True
İçinde 400 tane oyun yok ama atarinin unutulmaz oyunları var üstelik televizyona bağlayınca kalitesi aşırı bozulmuyor güvenle alabilirsiniz karantina sürecinde oldukça eğlenmiştik,1,içinde 400 tane oyun yok atarinin unutulmaz oyunları var üstelik televizyona bağlayınca kalitesi aşırı bozulmuyor güvenle alabilirsiniz karantina sürecinde oldukça eğlenmiştik,1,True
"7 yaşında oğlum için aldım severek oynuyor, çok güzel çok kaliteli kargo biraz gecikmeli oldu renk olarak da kırmızı aldım sarı geldi ama sorun deil ..",1,7 yaşında oğlum aldım severek oynuyor güzel kaliteli kargo biraz gecikmeli oldu renk olarak kırmızı aldım sarı geldi sorun deil,1,True
Sıkıldığımda sürekli oynuyorum tam anlamıyla çocukluk dönemlerimi karşılamıyor tabi ki ama o tat hep var ben beğendim müthiş kaliteli değil ama kurtarıyor,0,sıkıldığımda sürekli oynuyorum tam anlamıyla çocukluk dönemlerimi karşılamıyor tabi tat var ben beğendim müthiş kaliteli değil kurtarıyor,1,False
Ürün görseldekinden biraz küçük ama çok eğlenceli yeğenlerim çok beğendi içindeki oyunlar falan cok güzel,1,ürün görseldekinden biraz küçük eğlenceli yeğenlerim beğendi içindeki oyunlar falan cok güzel,1,True
Çok tatlı bir ürün. Boyutu küçük fakat kullanım açısından daha kolay. İçerisinden bir adet batarya ve TV kablosu çıkıyor.,1,tatlı bir ürün boyutu küçük fakat kullanım açısından kolay içerisinden bir adet batarya tv kablosu çıkıyor,1,True
Idirimdeyken almıştım elimden hiç düşmüyor şarj kablosu biraz kısa ama samsung şarj aletleriyle uyumlu sıkıntı yaşamadım,1,idirimdeyken almıştım elimden düşmüyor şarj kablosu biraz kısa samsung şarj aletleriyle uyumlu sıkıntı yaşamadım,1,True
Ba yıl dımm.?? çocukluğuma döndüm resmen. . Oğluma aldım ben oynuyorum. Yalnız ben tv ye yada pc ye takamadım olmadı. Bir de şarjı çabuk bitiyor. yine de alın derim. eğlenceli.,1,ba yıl dımm çocukluğuma döndüm resmen oğluma aldım ben oynuyorum yalnız ben tv ye yada pc ye takamadım olmadı bir şarjı çabuk bitiyor yine alın derim eğlenceli,1,True
Cabuk ulasti elimize. Ablam da su an. Kendi elime alacagim gun icin sabirsizlaniyorum. Handheld konsol sevenler icin guzel bir parca oldugunu dusunuyorum.,1,cabuk ulasti elimize ablam su an kendi elime alacagim gun icin sabirsizlaniyorum handheld konsol sevenler icin guzel bir parca oldugunu dusunuyorum,1,True
Harika bir ürün çocukluğuna götürüyor insanı teslimat gününde geldi hasarsız uşekilde elime ulaştı ses ayarıda var bazı yorumlarda yok yazmışlar ama var bayıldık biz ailecek,1,harika bir ürün çocukluğuna götürüyor insanı teslimat gününde geldi hasarsız uşekilde elime ulaştı ses ayarıda var yorumlarda yok yazmışlar var bayıldık ailecek,1,True
Atari oldukca eglenceli özellikle televizyona bagladigimizda daha cok severek oynuyor cocuklarim almanizi tavsiye ederim??,1,atari oldukca eglenceli özellikle televizyona bagladigimizda cok severek oynuyor cocuklarim almanizi tavsiye ederim,1,True
Bayıldık valla arkadaşımın oğluna aldık beğenmezse ben oynarım çocukluk anılarımız saklı bu oyunlarda hep :),1,bayıldık valla arkadaşımın oğluna aldık beğenmezse ben oynarım çocukluk anılarımız saklı oyunlarda,1,True
Ekran kalitesi ve ses iyi. Şehir dışına çıkmam gerektiği için hemen kargolar mısınız diye mesaj attım. 1 saat içinde kargoya verdiler. 1 gün sonra geldi. Oyunların hepsini oynayamadık ama genel olarak iyi. İleride bozulmazsa bence çok iyi bir ürün.,1,ekran kalitesi ses iyi şehir dışına çıkmam gerektiği hemen kargolar mısınız mesaj attım 1 saat içinde kargoya verdiler 1 gün sonra geldi oyunların hepsini oynayamadık genel olarak iyi ileride bozulmazsa bence iyi bir ürün,1,True
Ürün gayet güzel. Çocukluğumuzdaki atarilerin minyatürü. 400 oyunlu almama rağmen satıcı 500 göndemiş?? Paketleme çok özenli ve güzeldi. Kargoda epey hızlı,1,ürün gayet güzel çocukluğumuzdaki atarilerin minyatürü 400 oyunlu almama rağmen satıcı 500 göndemiş paketleme özenli güzeldi kargoda epey hızlı,1,True
Ürün söylendiği gibi kırmızı renk gönderildi beklediğimden küçüktü ama bu bir sıkıntı değil. Nostalji amacı ile ve eğlence amacı ile aldım. Gayet güzel vakit geçirdim tavsiye ederim.,1,ürün söylendiği kırmızı renk gönderildi beklediğimden küçüktü bir sıkıntı değil nostalji amacı eğlence amacı aldım gayet güzel vakit geçirdim tavsiye ederim,1,True
"Ürün çok güzel içindeki oyunları oynamak çok eğlenceli,ürünü dikkatli kullanıldığı zaman baya gider yani.Ama keşke şarjı biraz daha dayansaydı iyiydi ama yine de çok güzel",1,ürün güzel içindeki oyunları oynamak eğlenceliürünü dikkatli kullanıldığı zaman baya gider yaniama keşke şarjı biraz dayansaydı iyiydi yine güzel,1,True
"yeğenim için hediye aldım. bugün teslim edildi ve elinden hiç düşürmedi. oyun oynamayı seven ve tablet, telefon, bilgisayar ile çok vakit geçiren çocuklar için çok güzel bir ürün kesinlikle tavsiye ederim. satıcıya teşekkürler kutu gayet özenliydi ve kısa sürede geldi. ??",1,yeğenim hediye aldım bugün teslim edildi elinden düşürmedi oyun oynamayı seven tablet telefon bilgisayar vakit geçiren çocuklar güzel bir ürün kesinlikle tavsiye ederim satıcıya teşekkürler kutu gayet özenliydi kısa sürede geldi,1,True
Beklediğimden daha güzel geldi. Paketleme güzeldi. Çocukluğumda oynadığın oyunlar var tam nostalji havası teşekkürler,1,beklediğimden güzel geldi paketleme güzeldi çocukluğumda oynadığın oyunlar var tam nostalji havası teşekkürler,1,True
kızımla çok severek oynuyoruz küçükken en sevdiğim oyundu şimdi tekrardan oynayabiliyorum çok mutluyum ??,1,kızımla severek oynuyoruz küçükken sevdiğim oyundu şimdi tekrardan oynayabiliyorum mutluyum,1,True
Idirimdeyken almıştım elimden hiç düşmüyor şarj kablosu biraz kısa ama samsung şarj aletleriyle uyumlu sıkıntı yaşamadım,1,idirimdeyken almıştım elimden düşmüyor şarj kablosu biraz kısa samsung şarj aletleriyle uyumlu sıkıntı yaşamadım,1,True
"Çocukluğumda game star marka oyun konsolumuz vardı TV'ye bağlantısını yapıp saatlerce oynardık can / süre bitene kadar başından hiç kalkmazdık bu mini atari beni adeta çocukluğuma götürdü eşim, kızım ve ben sıra sıra oynuyoruz ?? boş vakitler bu mini atari ile değerlendirilebilir.",1,çocukluğumda game star marka oyun konsolumuz vardı tvye bağlantısını yapıp saatlerce oynardık can süre bitene kadar başından kalkmazdık mini atari beni adeta çocukluğuma götürdü eşim kızım ben sıra sıra oynuyoruz boş vakitler mini atari değerlendirilebilir,1,True
Tebrik ediorum ürünüm hemen elime ulaştı oğlum çok sevdi telefon ekranlarından sonra ilk önce ekran biraz tuhaf gelio ama sonra oynadıkça eskiye dönüorsn kendime mi oğluma mı aldm emin deilm kesinlikle deneyin pişman olmazsnz,1,tebrik ediorum ürünüm hemen elime ulaştı oğlum sevdi telefon ekranlarından sonra ilk önce ekran biraz tuhaf gelio sonra oynadıkça eskiye dönüorsn kendime mi oğluma aldm emin deilm kesinlikle deneyin pişman olmazsnz,1,True
Fiyat performans iyi. Atarideki cogu oyun var. Araya angry birds gibi yeni donem oyunlari da sıkıştırmışlar:),1,fiyat performans iyi atarideki cogu oyun var araya angry birds yeni donem oyunlari sıkıştırmışlar,1,True
Çocuğuma telefon vermeden uzun yolculuklarda oyalanmasını sağlayacağıma eminim. İçerisndeki oyunlar fazlasıyla yeterli.,1,çocuğuma telefon vermeden uzun yolculuklarda oyalanmasını sağlayacağıma eminim içerisndeki oyunlar fazlasıyla yeterli,1,True
Eskiyi hatırlatıyor birçok oyun var ama favorimiz süper mario. Bilgisayar ortamindan uzaklastirmak icin com Guzel bit secenek,1,eskiyi hatırlatıyor birçok oyun var favorimiz süper mario bilgisayar ortamindan uzaklastirmak icin com guzel bit secenek,1,True
"Çok eğlenceli:) gerçekten 500 oyun var birbirini tekrar eden oyunlar değil, ama tabi ki herkes gibi super mario için aldık:)",1,eğlenceli gerçekten 500 oyun var birbirini tekrar eden oyunlar değil tabi herkes super mario aldık,1,True
Çok tatlı bir ürün. Boyutu küçük fakat kullanım açısından daha kolay. İçerisinden bir adet batarya ve TV kablosu çıkıyor.,1,tatlı bir ürün boyutu küçük fakat kullanım açısından kolay içerisinden bir adet batarya tv kablosu çıkıyor,1,True
Eşim elinden bırakmıyor????çok sevdi. Ve iyi indirim gördü biz 100ün üzerindeyken almıştık. almak isteyenlere tavsiye ederiz,1,eşim elinden bırakmıyorçok sevdi iyi indirim gördü 100ün üzerindeyken almıştık almak isteyenlere tavsiye ederiz,1,True
Bayıldımm. Konsol olanı hediye olarak gönderdiler. Paketleme de gayet başarılı. Güvenle alabilirsiniz.,1,bayıldımm konsol olanı hediye olarak gönderdiler paketleme gayet başarılı güvenle alabilirsiniz,1,True
Ürün 2 gün içerisinde elimde oldu çok hızlı ulaştı :) kırmızı renk istemiştim kırmızı renk geldi siyah gelir diye korkmuştum bazı yorumlardan dolayı.. Ürün çok hafif çok tatlı bir ürün henüz tv bağlayıp oynamadım ama içinde bir sürü oyun var beğendim verdiğimiz paraya değer bir ürün..resmen çocukluk yıllarıma döndüm 23 yaşımda tavsiye ediyorum kesinlikleee :),1,ürün 2 gün içerisinde elimde oldu hızlı ulaştı kırmızı renk istemiştim kırmızı renk geldi siyah gelir korkmuştum yorumlardan dolayı ürün hafif tatlı bir ürün henüz tv bağlayıp oynamadım içinde bir sürü oyun var beğendim verdiğimiz paraya değer bir ürünresmen çocukluk yıllarıma döndüm 23 yaşımda tavsiye ediyorum kesinlikleee,1,True
Çok güzel içinde tam 400 oyun yok ama cok harika ve hediye paketi içinde göndermişler çok ince bir düşünce teşekkürler??,1,güzel içinde tam 400 oyun yok cok harika hediye paketi içinde göndermişler ince bir düşünce teşekkürler,1,True
Oglum icin almistim ama biz anne baba olarak daha cok oynuyoruz maziye gosturdugu kesin o yuzden bir tane daha siparis edecegim..,1,oglum icin almistim anne baba olarak cok oynuyoruz maziye gosturdugu kesin yuzden bir tane siparis edecegim,1,True
Çok keyifli bir oyun ürünü. Küçüklüğümüzde başından kalkmayıp azar işittiğimiz bütün oyunlar içinde mevcut :)) insan duygulanıyor,1,keyifli bir oyun ürünü küçüklüğümüzde başından kalkmayıp azar işittiğimiz bütün oyunlar içinde mevcut insan duygulanıyor,1,True
İçinde 400 tane oyun yok ama atarinin unutulmaz oyunları var üstelik televizyona bağlayınca kalitesi aşırı bozulmuyor güvenle alabilirsiniz karantina sürecinde oldukça eğlenmiştik,1,içinde 400 tane oyun yok atarinin unutulmaz oyunları var üstelik televizyona bağlayınca kalitesi aşırı bozulmuyor güvenle alabilirsiniz karantina sürecinde oldukça eğlenmiştik,1,True
